"This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 13 Biosets for SARS day1 post-infection vs control Lung tissue experiments from six independent studies (GSE19137, GSE23955 , GSE36969,  GSE49262, GSE49263, GSE50000) and five strains (SARS-CoV GZ02, SARS-CoV HC-SZ-6103, SARS-CoV MA15, SARS-CoV MA15g, SARS-CoV MA15e, SARS-CoV TOR2, SARS-CoV Urbani). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata.   "		
"The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day1 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option."		
		
Gene	Specificity	Score Ave
Zfp764	5 out of 13	-8.261260098
Nlrp12	7 out of 13	-8.253259955
TXNRD2	5 out of 13	-8.233627781
Phf12	6 out of 13	-8.225370443
Haus1	5 out of 13	-8.221237308
Ndufa7	5 out of 13	-8.2191353
Cdk5	5 out of 13	-8.218175841
Gm7265	5 out of 13	-8.213772959
Txndc16	5 out of 13	-8.209918789
Rps6kl1	5 out of 13	-8.193319704
Fxyd1	6 out of 13	-8.192500362
Timp2	6 out of 13	-8.186096049
Adamts7	5 out of 13	-8.173087747
Lrrfip2	7 out of 13	-8.171469009
Nap1l3	6 out of 13	-8.163598343
1110033F14Rik	5 out of 13	-8.158467175
Mad2l1	6 out of 13	-8.15506305
Daglb	5 out of 13	-8.133937257
Zfp108	5 out of 13	-8.120473173
Dcun1d4	6 out of 13	-8.11380198
Eml1	6 out of 13	-8.113440962
Rnf32	5 out of 13	-8.099136189
Pacsin3	5 out of 13	-8.095959389
Adamtsl5	5 out of 13	-8.087974114
Col1a2	5 out of 13	-8.078400477
Vasp	5 out of 13	-8.076626115
Mr1	6 out of 13	-8.069767808
Zfp879	5 out of 13	-8.068987551
Cog6	5 out of 13	-8.060986291
Ehhadh	7 out of 13	-8.048222699
A_52_P551154	5 out of 13	-8.045074449
Nr1d2	5 out of 13	-8.045053448
LOC700335	4 out of 13	-8.044101441
Elp6	5 out of 13	-8.042680777
Esco2	5 out of 13	-8.017548747
Zfp551	5 out of 13	-8.015691363
Lama3	8 out of 13	-8.011912274
Ermp1	5 out of 13	-8.007096375
Atp8a1	4 out of 13	-8.004747206
Mcoln1	6 out of 13	-8.002115619
0610009B22Rik	5 out of 13	-7.999515036
Sardh	6 out of 13	-7.99697971
Mm.119880	6 out of 13	-7.994491148
Jag2	5 out of 13	-7.991487279
Nisch	5 out of 13	-7.987658934
H2-Q1	6 out of 13	-7.985186117
Nmt2	5 out of 13	-7.980247174
Naglu	5 out of 13	-7.979930779
Timm13	6 out of 13	-7.977699955
Scn1b	6 out of 13	-7.973940861
Lrig1	6 out of 13	-7.963049994
A830007P12Rik	5 out of 13	-7.961493151
Pdk2	7 out of 13	-7.960052954
Ipo8	7 out of 13	-7.954785336
Kif21a	5 out of 13	-7.947515633
Svip	5 out of 13	-7.942339864
Tspan7	8 out of 13	-7.940942776
Mmgt2	5 out of 13	-7.92696893
Oat	5 out of 13	-7.926185477
Fktn	6 out of 13	-7.923806177
LOC712566	5 out of 13	-7.923797716
Sfi1	6 out of 13	-7.916976351
St8sia2	5 out of 13	-7.911431232
Srebf1	5 out of 13	-7.902304273
Atpif1	5 out of 13	-7.897918465
Zfp9	6 out of 13	-7.897569226
Tubg1	6 out of 13	-7.894651146
Serinc5	5 out of 13	-7.892286304
Cbx3	5 out of 13	-7.888666247
Hscb	5 out of 13	-7.886653484
Nudt21	6 out of 13	-7.881294071
Mical3	5 out of 13	-7.875514263
Ddb2	5 out of 13	-7.872768544
Atraid	5 out of 13	-7.868441366
Rasal2	5 out of 13	-7.859592991
Bet1l	5 out of 13	-7.850130401
Scpep1	6 out of 13	-7.842712127
Porcn	5 out of 13	-7.840353573
Mdh1	6 out of 13	-7.838746828
Glipr1	7 out of 13	-7.835201056
Sac3d1	5 out of 13	-7.831272453
Ndufs7	5 out of 13	-7.828687124
Rbbp7	5 out of 13	-7.825673064
Ptrf	7 out of 13	-7.816342189
Plxnb2	5 out of 13	-7.815247839
Relt	5 out of 13	-7.814448161
Rnf26	9 out of 13	-7.813299401
Neurl1a	5 out of 13	-7.806459812
Reep1	5 out of 13	-7.794608806
Ndrg2	5 out of 13	-7.793651056
Kcnc3	6 out of 13	-7.787031241
Serpine2	6 out of 13	-7.78566784
Sesn1	5 out of 13	-7.780520761
Tgfbrap1	5 out of 13	-7.779086884
Atp5j	5 out of 13	-7.770531158
Zfp706	5 out of 13	-7.760617283
RNF123	6 out of 13	-7.756128623
Gdi1	6 out of 13	-7.755500712
Dpysl2	7 out of 13	-7.754737636
Lrig3	5 out of 13	-7.752902904
Fance	8 out of 13	-7.746744523
Prkg2	5 out of 13	-7.744371396
AK087183	5 out of 13	-7.73338009
Zmynd8	6 out of 13	-7.73176182
Glis2	5 out of 13	-7.719249927
Ccbl1	6 out of 13	-7.712031642
Dap	5 out of 13	-7.705031396
Patz1	6 out of 13	-7.698953432
Iah1	6 out of 13	-7.691862357
2700049A03Rik	5 out of 13	-7.680265244
Fbln5	6 out of 13	-7.674405159
Fgfr2	9 out of 13	-7.654200298
Ttc33	5 out of 13	-7.652867195
Naprt1	5 out of 13	-7.651080311
Rpp21	6 out of 13	-7.647078662
Psmg2	5 out of 13	-7.641031652
Bcap29	6 out of 13	-7.64070982
Fam25c	5 out of 13	-7.637665467
2210408I21Rik	5 out of 13	-7.637263641
Sc4mol	6 out of 13	-7.624657126
Trim37	5 out of 13	-7.622113108
LOC708103	6 out of 13	-7.618629028
Vdac1	5 out of 13	-7.615034649
LOC705069	4 out of 13	-7.613554985
Tmcc3	4 out of 13	-7.612976426
Nudt14	5 out of 13	-7.608540822
Cd151	6 out of 13	-7.605601241
Aacs	7 out of 13	-7.597865566
Fam162a	5 out of 13	-7.588012741
Cyp2s1	5 out of 13	-7.583137623
Oxnad1	5 out of 13	-7.571620175
Nsl1	5 out of 13	-7.569411643
LOC711565	5 out of 13	-7.562453827
Fat4	5 out of 13	-7.559055041
Glt8d2	6 out of 13	-7.556608391
Zfp235	5 out of 13	-7.554368018
Trim32	5 out of 13	-7.553416835
Xpc	5 out of 13	-7.54862446
Lca5	6 out of 13	-7.543335864
Ccdc28b	5 out of 13	-7.535946913
Gabarapl1	8 out of 13	-7.507127307
2010300C02Rik	6 out of 13	-7.503638906
Tmco1	7 out of 13	-7.501328397
Hdac10	6 out of 13	-7.479694016
Atp5j2	6 out of 13	-7.479151259
Dhrs4	5 out of 13	-7.477170545
Ing1	6 out of 13	-7.476736801
Uevld	5 out of 13	-7.473925368
Ell2	7 out of 13	-7.47375315
Amd1	5 out of 13	-7.469134881
2310067B10Rik	5 out of 13	-7.464938194
LOC696918	4 out of 13	-7.461310494
Rab27b	6 out of 13	-7.458346497
LOC712033	5 out of 13	-7.454275911
Mkrn3	5 out of 13	-7.450602329
Amhr2	5 out of 13	-7.450489068
Hnrnpr	7 out of 13	-7.450330333
Ulk2	9 out of 13	-7.446358671
Kntc1	5 out of 13	-7.442865928
Sult1d1	5 out of 13	-7.438911502
Suclg1	5 out of 13	-7.435264838
Upf3b	5 out of 13	-7.432399957
Rad51l3	5 out of 13	-7.426420638
Galk1	5 out of 13	-7.424291973
A430046D13Rik	5 out of 13	-7.420663226
Cand2	5 out of 13	-7.413673812
T2	5 out of 13	-7.399529089
Sun1	5 out of 13	-7.396830786
Peli2	5 out of 13	-7.395901179
Rad21	6 out of 13	-7.392214613
2510002D24Rik	5 out of 13	-7.385918385
Tmem184c	9 out of 13	-7.381000196
Sema3e	7 out of 13	-7.379385053
Slc22a14	5 out of 13	-7.378441838
Agl	5 out of 13	-7.375232463
433114	5 out of 13	-7.374240082
Dapk2	7 out of 13	-7.373482076
Cds2	8 out of 13	-7.37117459
Maf	5 out of 13	-7.368985088
Scrib	5 out of 13	-7.366487126
Eml3	6 out of 13	-7.350569185
Rbl2	5 out of 13	-7.34148508
5330426P16Rik	6 out of 13	-7.338736742
Mapk8	7 out of 13	-7.337596302
Pccb	5 out of 13	-7.332129827
Acad10	5 out of 13	-7.330042595
Snx24	5 out of 13	-7.32763281
Glo1	5 out of 13	-7.323887904
Camk1	5 out of 13	-7.312679953
Gstt1	7 out of 13	-7.305020739
Fem1a	5 out of 13	-7.299618365
Pfkm	5 out of 13	-7.298067481
Calm2	6 out of 13	-7.276779451
Ubac1	5 out of 13	-7.270025984
Galnt12	5 out of 13	-7.258114038
Dak	5 out of 13	-7.253300734
P4htm	6 out of 13	-7.242279973
Gramd1c	5 out of 13	-7.23365409
Chml	5 out of 13	-7.228860452
Pex3	5 out of 13	-7.223565791
Nbr1	5 out of 13	-7.218839866
Slc25a11	5 out of 13	-7.218626964
Dnahc6	5 out of 13	-7.214548609
Anapc2	5 out of 13	-7.212592808
Skp1a	6 out of 13	-7.197954989
Prim1	5 out of 13	-7.192218977
Ttc15	5 out of 13	-7.190136105
Dpp8	5 out of 13	-7.184801246
Abcc3	5 out of 13	-7.180794082
Tsc22d1	7 out of 13	-7.17154144
Mrps33	5 out of 13	-7.165267117
Zfp768	5 out of 13	-7.164011916
Oxa1l	5 out of 13	-7.160991771
Ptov1	5 out of 13	-7.16073286
Kifap3	5 out of 13	-7.155447767
Sel1l	6 out of 13	-7.14279499
Tmx4	5 out of 13	-7.138584652
Zranb3	7 out of 13	-7.131605219
Amz2	5 out of 13	-7.128760825
Npnt	5 out of 13	-7.106997058
Gpd1l	6 out of 13	-7.10445969
Pea15a	5 out of 13	-7.094155166
Dgkz	5 out of 13	-7.091781538
Slc30a9	7 out of 13	-7.080994274
Myo1f	6 out of 13	-7.07910442
Hibch	5 out of 13	-7.074871439
Sirpa	7 out of 13	-7.073592858
Mib1	6 out of 13	-7.069505303
Pop5	5 out of 13	-7.067963157
433718	5 out of 13	-7.066437443
Ptar1	5 out of 13	-7.065441653
Pgbd5	5 out of 13	-7.063740102
Aspa	5 out of 13	-7.057485824
HNRNPUL1	5 out of 13	-7.052557848
Adora3	5 out of 13	-7.051604669
Nap1l5	6 out of 13	-7.05158487
Aco1	7 out of 13	-7.041433397
Spef1	6 out of 13	-7.039819187
Skida1	5 out of 13	-7.034926531
Mtrf1	6 out of 13	-7.03061595
Fam120b	8 out of 13	-7.028132768
Cd81	5 out of 13	-7.02532229
Acads	5 out of 13	-7.024716584
Nprl2	5 out of 13	-7.022425227
E130308A19Rik	8 out of 13	-7.019509703
Ptpru	7 out of 13	-7.018834954
BC029214	5 out of 13	-7.016902625
Hltf	5 out of 13	-7.011909565
Hsbp1	6 out of 13	-7.001266133
Abca2	5 out of 13	-7.000982782
Rpa1	7 out of 13	-6.994303623
Lpar2	5 out of 13	-6.990928048
Slc44a3	6 out of 13	-6.985835869
Ccdc34	5 out of 13	-6.984488468
Pik3c3	5 out of 13	-6.983353919
Pold1	5 out of 13	-6.978116383
Trerf1	5 out of 13	-6.976868613
Zzz3	6 out of 13	-6.959873723
PRPF40A	5 out of 13	-6.953844226
Aplp2	6 out of 13	-6.949172561
Egln1	5 out of 13	-6.947995305
Gne	8 out of 13	-6.946331353
Sft2d3	5 out of 13	-6.944366083
Neurl2	5 out of 13	-6.939146181
Olfml2b	5 out of 13	-6.937564547
Slc19a2	4 out of 13	-6.92480356
LPGAT1	6 out of 13	-6.924001224
Anapc13	5 out of 13	-6.922678716
Tmem206	6 out of 13	-6.916161007
Sfrs18	8 out of 13	-6.914249357
Trim41	6 out of 13	-6.903048912
Tipin	5 out of 13	-6.898671723
Thap4	5 out of 13	-6.88637109
MEF2A	4 out of 13	-6.886323444
Ptpn4	7 out of 13	-6.877822045
Smg6	5 out of 13	-6.875758813
Eri2	7 out of 13	-6.869565454
Mm.245291	5 out of 13	-6.864855615
Creb3l2	7 out of 13	-6.863002968
Hnrnpa0	7 out of 13	-6.859990116
Appl1	5 out of 13	-6.856058078
Ezh1	5 out of 13	-6.850994189
Dcdc2a	5 out of 13	-6.848317788
Pex10	5 out of 13	-6.846410246
2510003E04Rik	5 out of 13	-6.828248722
Riok1	4 out of 13	-6.818229159
Zfp866	5 out of 13	-6.813759098
Magix	5 out of 13	-6.811767919
Lgr4	5 out of 13	-6.81055605
Entpd4	9 out of 13	-6.804022408
Mat2b	5 out of 13	-6.804000615
D3Ertd254e	5 out of 13	-6.798719839
Nanp	8 out of 13	-6.788390737
Cdipt	5 out of 13	-6.78236336
Mettl21a	7 out of 13	-6.764107217
Tmem41b	5 out of 13	-6.754725404
Clstn2	5 out of 13	-6.749401969
Map3k4	8 out of 13	-6.74228558
Prom2	5 out of 13	-6.741104595
Osbpl6	5 out of 13	-6.739125625
Tln2	6 out of 13	-6.734636192
Apbb1	5 out of 13	-6.730100851
AP1B1	5 out of 13	-6.728387562
Ndufa6	5 out of 13	-6.720000875
Mtx3	6 out of 13	-6.717585631
Tanc2	7 out of 13	-6.715191778
6430548M08Rik	5 out of 13	-6.714317079
Pik3r4	7 out of 13	-6.705676529
Zfhx3	7 out of 13	-6.7007286
Ak3	8 out of 13	-6.694669586
NHP2	4 out of 13	-6.687954653
Slc4a3	5 out of 13	-6.653266208
Ces1f	5 out of 13	-6.65252816
E2f1	5 out of 13	-6.650232636
Ppp2r5c	5 out of 13	-6.65016652
Tm2d2	5 out of 13	-6.644666318
Atg13	6 out of 13	-6.64375605
Dnaaf2	5 out of 13	-6.640350433
Dmpk	6 out of 13	-6.625513714
Mgat4b	7 out of 13	-6.61490167
Vps37a	4 out of 13	-6.61483782
POLR2F	5 out of 13	-6.613362389
Snap47	6 out of 13	-6.613169882
Ddrgk1	5 out of 13	-6.611815131
Bbs2	5 out of 13	-6.604430637
Ndufb11	5 out of 13	-6.596233583
Epb4.1l1	7 out of 13	-6.594191408
Arap3	5 out of 13	-6.593843121
Adra1a	5 out of 13	-6.591003549
Commd5	5 out of 13	-6.590707203
Mlh3	5 out of 13	-6.577755455
Sepx1	4 out of 13	-6.576866417
CANX	5 out of 13	-6.575773428
Mecom	7 out of 13	-6.573057125
Cetn2	5 out of 13	-6.572792966
Rnf103	5 out of 13	-6.560321604
LOC711889	5 out of 13	-6.548798213
Itgb2	6 out of 13	-6.547409058
Slc39a13	5 out of 13	-6.542628203
Mmaa	5 out of 13	-6.538899715
8430419L09Rik	5 out of 13	-6.533093473
Khk	5 out of 13	-6.510528092
Atp2c1	5 out of 13	-6.510088605
Bag4	5 out of 13	-6.499018196
Idi1	6 out of 13	-6.496272949
Tmed3	5 out of 13	-6.484641819
LOC710737	5 out of 13	-6.481563015
Ccdc14	5 out of 13	-6.479125602
Postn	5 out of 13	-6.47680672
Cmbl	5 out of 13	-6.466833938
Cnih4	7 out of 13	-6.46543209
Nipa1	5 out of 13	-6.461453796
Rab1b	7 out of 13	-6.459232185
Lsm10	5 out of 13	-6.458820837
Btbd3	5 out of 13	-6.450164442
Tada2a	7 out of 13	-6.450052878
Map4k5	5 out of 13	-6.446549643
Pptc7	5 out of 13	-6.440455793
Chd1l	6 out of 13	-6.439078704
Armcx1	5 out of 13	-6.437328787
Fam98a	5 out of 13	-6.436469354
LOC717296	4 out of 13	-6.431312318
Ap2a2	5 out of 13	-6.429988938
Thbd	5 out of 13	-6.423592221
Zmynd10	5 out of 13	-6.416905984
Gpi1	5 out of 13	-6.402381342
Dpy30	5 out of 13	-6.398674226
LOC709303	4 out of 13	-6.398451448
Bmpr1b	5 out of 13	-6.392021607
AW549877	5 out of 13	-6.386926359
Mib2	5 out of 13	-6.381706742
Smyd4	5 out of 13	-6.380967082
LOC704761	4 out of 13	-6.366776979
Prr12	5 out of 13	-6.361212641
Zfand6	6 out of 13	-6.354943074
Rpl22	6 out of 13	-6.353766488
Taok2	5 out of 13	-6.350657013
Myo1d	7 out of 13	-6.339564908
Prkcb	4 out of 13	-6.33950824
Rtn1	5 out of 13	-6.338944642
Was	7 out of 13	-6.325811712
Neil3	5 out of 13	-6.325390872
Gaa	5 out of 13	-6.305567648
Chchd5	5 out of 13	-6.282824744
Pygo2	5 out of 13	-6.278680675
Tyw1	5 out of 13	-6.269101866
Dhrs1	5 out of 13	-6.264213159
Wwc1	4 out of 13	-6.262778529
Ttyh1	6 out of 13	-6.244066874
Fam160b1	7 out of 13	-6.232384993
Rab6b	9 out of 13	-6.22573253
LOC706923	4 out of 13	-6.210478578
Dclk3	5 out of 13	-6.20838324
LOC719123	4 out of 13	-6.205750458
Orc4	5 out of 13	-6.205711798
Ncf1	6 out of 13	-6.199378239
Sh3d19	6 out of 13	-6.194617955
Enpp2	4 out of 13	-6.190150535
Coasy	5 out of 13	-6.170624894
Trpt1	5 out of 13	-6.170607431
Wipi2	5 out of 13	-6.166070332
Dnajc6	5 out of 13	-6.160056826
Tbc1d17	8 out of 13	-6.155672296
LOC703388	4 out of 13	-6.153586785
Lmbr1	5 out of 13	-6.148668931
App	7 out of 13	-6.14091033
Tdeanc2	5 out of 13	-6.13312146
Ccbe1	6 out of 13	-6.131620574
Trappc9	7 out of 13	-6.130567853
Pja2	5 out of 13	-6.127113512
4933404O12Rik	5 out of 13	-6.121948318
Thrb	5 out of 13	-6.113602445
Serf2	6 out of 13	-6.109375458
Prep	5 out of 13	-6.108110966
Kif13a	7 out of 13	-6.100513796
Inpp5f	7 out of 13	-6.087936729
Sptssa	6 out of 13	-6.082237835
Mrpl55	5 out of 13	-6.075396481
Rnd2	5 out of 13	-6.065251758
Ano9	5 out of 13	-6.063965106
Gpr97	7 out of 13	-6.058164904
Etaa1	5 out of 13	-6.056754552
Mum1	7 out of 13	-6.050917804
Eci2	5 out of 13	-6.047832312
Akap11	5 out of 13	-6.045447146
Spns1	5 out of 13	-6.042425803
PHF20L1	6 out of 13	-6.040024817
Spice1	5 out of 13	-6.038213754
Coa3	5 out of 13	-6.022204761
Cbfa2t3	6 out of 13	-6.021378797
Terf2ip	8 out of 13	-6.003796157
Cyth3	5 out of 13	-6.003552293
Ttc30a1	5 out of 13	-6.001800838
Sh3rf1	7 out of 13	-5.99661128
Ltn1	5 out of 13	-5.99450694
Lair1	8 out of 13	-5.98903549
Elf4	4 out of 13	-5.980395494
Asb10	5 out of 13	-5.962807458
Zdhhc20	5 out of 13	-5.959297815
Ing4	5 out of 13	-5.948971006
3110052M02Rik	5 out of 13	-5.943606846
BAHD1	5 out of 13	-5.938500799
Golim4	5 out of 13	-5.937799498
Fignl1	5 out of 13	-5.933789705
Klhl36	7 out of 13	-5.891513224
Dcun1d2	6 out of 13	-5.876080493
Gja5	4 out of 13	-5.874825518
Trim35	6 out of 13	-5.873675667
Fancd2	5 out of 13	-5.873103804
Wdr92	8 out of 13	-5.854701622
Nup85	5 out of 13	-5.852676584
2610015P09Rik	5 out of 13	-5.84912038
Pvrl3	5 out of 13	-5.843494209
Rhbdd3	5 out of 13	-5.840765335
Cenpo	5 out of 13	-5.831794267
Timm8b	5 out of 13	-5.827992987
Fam92b	5 out of 13	-5.826734682
Sephs1	5 out of 13	-5.813808143
FLI1	4 out of 13	-5.806341357
Tm7sf3	6 out of 13	-5.806132705
Elovl5	7 out of 13	-5.80546318
Hsd17b12	5 out of 13	-5.799381508
Pced1a	6 out of 13	-5.797516995
Smyd3	5 out of 13	-5.78395032
Ccdc17	5 out of 13	-5.777337393
Kcnq1	5 out of 13	-5.770843158
Ubl4	5 out of 13	-5.769994543
Kdelr1	5 out of 13	-5.766157029
Lims2	6 out of 13	-5.759763428
Usp30	5 out of 13	-5.759225387
6430550D23Rik	5 out of 13	-5.75877748
Dock7	6 out of 13	-5.75867278
Kcnj10	6 out of 13	-5.758628988
Smarcc2	5 out of 13	-5.748953225
Brd7	5 out of 13	-5.738637514
Glce	5 out of 13	-5.732079407
Pcdhga7	5 out of 13	-5.731956399
Gm10417	5 out of 13	-5.731015026
Cox8a	5 out of 13	-5.729310314
Slc36a2	5 out of 13	-5.725289726
Sec62	5 out of 13	-5.716700195
Slc16a1	5 out of 13	-5.714723773
Ddx26b	10 out of 13	-5.704995408
Ncor1	7 out of 13	-5.702394042
Pip5k1c	8 out of 13	-5.701135825
Atrn	6 out of 13	-5.69756913
Ctsl	5 out of 13	-5.694107542
Sipa1l2	6 out of 13	-5.691975702
Luc7l3	8 out of 13	-5.689609033
Rnf170	8 out of 13	-5.68068623
Mmd	7 out of 13	-5.676019359
Tmpo	6 out of 13	-5.674993052
5430411C19Rik	5 out of 13	-5.658426971
Cdc23	5 out of 13	-5.649612593
BC030307	5 out of 13	-5.641315652
Chst7	5 out of 13	-5.639121966
Clmn	5 out of 13	-5.634583071
Eef1d	5 out of 13	-5.632581525
4932415G12Rik	5 out of 13	-5.624532697
5430435G22Rik	5 out of 13	-5.620867913
Cdadc1	5 out of 13	-5.620355139
B3gat3	5 out of 13	-5.619811212
4632415K11Rik	5 out of 13	-5.61831165
H13	5 out of 13	-5.615261551
Hnrnph3	9 out of 13	-5.583224135
Magee1	5 out of 13	-5.579982271
Esr2	6 out of 13	-5.578607167
Akap8l	5 out of 13	-5.578566141
Ndufa5	5 out of 13	-5.576814322
Fam125b	5 out of 13	-5.574052657
Negr1	5 out of 13	-5.567477961
ENSMUST00000097608	5 out of 13	-5.563067201
Ralbp1	7 out of 13	-5.553392067
Trib3	4 out of 13	-5.550739704
Txndc15	6 out of 13	-5.543751387
Ankrd13b	5 out of 13	-5.531535361
A_51_P363275	5 out of 13	-5.519355568
Cuedc2	5 out of 13	-5.516110483
Zfp715	5 out of 13	-5.502079446
Snta1	5 out of 13	-5.501989619
Fam174b	6 out of 13	-5.488175342
Agap3	5 out of 13	-5.485301852
Hook3	7 out of 13	-5.466148174
Fgd3	6 out of 13	-5.458505728
2700089E24Rik	5 out of 13	-5.450043014
Ptgfrn	5 out of 13	-5.428496618
Prdx6	5 out of 13	-5.426758146
Stx17	7 out of 13	-5.424132103
Fbxl4	5 out of 13	-5.41353498
Slc38a9	5 out of 13	-5.407473629
2010001K21Rik	5 out of 13	-5.405947266
Tmlhe	5 out of 13	-5.405548726
Lactb2	5 out of 13	-5.394809112
Dusp18	5 out of 13	-5.393190977
Api5	6 out of 13	-5.389121972
Ubqln2	7 out of 13	-5.387471681
Ccnh	5 out of 13	-5.37199045
LOC695395	4 out of 13	-5.364841942
Il33	4 out of 13	-5.358601741
Tmed4	7 out of 13	-5.353997758
Tcte2	5 out of 13	-5.33106846
Tacc1	6 out of 13	-5.329904427
LOC722798	5 out of 13	-5.323720989
Scarf2	5 out of 13	-5.290901149
1810034E14Rik	5 out of 13	-5.266193412
5730419I09Rik	5 out of 13	-5.26123826
Ppp1cb	5 out of 13	-5.260010233
Zfp870	5 out of 13	-5.240107064
Chchd2	5 out of 13	-5.231996303
Atp5h	5 out of 13	-5.219559424
Slit2	6 out of 13	-5.206035922
Mrpl18	5 out of 13	-5.184560944
Sdf2	5 out of 13	-5.153256191
Pard3	9 out of 13	-5.144818706
Nckap1l	4 out of 13	-5.126223115
Klhl7	5 out of 13	-5.117999809
Scrn1	5 out of 13	-5.113677311
Pik3r2	5 out of 13	-5.112630552
Klhdc1	6 out of 13	-5.110790682
Slc29a2	5 out of 13	-5.106604768
Ormdl1	4 out of 13	-5.096483729
LOC720485	4 out of 13	-5.093140902
Disp1	5 out of 13	-5.090292076
Dhodh	6 out of 13	-5.086650595
Morn2	5 out of 13	-5.086397903
Zfp617	5 out of 13	-5.085436315
Ankrd9	5 out of 13	-5.074431853
Fbxo32	6 out of 13	-5.065933087
Spon1	5 out of 13	-5.065019794
Fam115a	5 out of 13	-5.060222999
Tmem41a	7 out of 13	-5.054394794
Dgcr2	5 out of 13	-5.050306433
Rpn2	5 out of 13	-5.042283333
Rapgef5	5 out of 13	-5.028514794
LOC696756	5 out of 13	-5.026038424
Plekha5	9 out of 13	-5.024888004
Sytl1	5 out of 13	-5.019927031
Os9	5 out of 13	-4.989778377
Zmym2	5 out of 13	-4.981125401
Abcb8	5 out of 13	-4.975735683
1110032A03Rik	7 out of 13	-4.975271832
Tspan6	5 out of 13	-4.974718214
Ciao1	6 out of 13	-4.967136819
Abcb6	5 out of 13	-4.947063246
Tmem37	6 out of 13	-4.935206078
Ipcef1	4 out of 13	-4.933351004
Impdh1	5 out of 13	-4.920500222
4930520O04Rik	5 out of 13	-4.915208159
Ooep	5 out of 13	-4.907536538
Zfp667	5 out of 13	-4.895421517
Mrps26	5 out of 13	-4.887071377
CSNK1E	4 out of 13	-4.882472333
Cyb5rl	6 out of 13	-4.862507772
Plxnd1	5 out of 13	-4.859139003
Pdlim2	5 out of 13	-4.858692737
Satb1	4 out of 13	-4.85330483
Hat1	6 out of 13	-4.842729962
Ywhaq	5 out of 13	-4.839551226
Ppic	7 out of 13	-4.838161752
Wls	8 out of 13	-4.828263515
Pip5k1a	6 out of 13	-4.82499119
Asb1	6 out of 13	-4.824894771
Tprgl	5 out of 13	-4.821818754
Cc2d2a	5 out of 13	-4.804236981
Tnn	5 out of 13	-4.786161222
Wrnip1	6 out of 13	-4.765960485
Dffb	6 out of 13	-4.765106453
Wbp2	5 out of 13	-4.742171683
Ube2a	5 out of 13	-4.728484985
Ndfip1	6 out of 13	-4.702906722
Pias3	6 out of 13	-4.702103001
Tmem65	6 out of 13	-4.695481212
LOC713513	4 out of 13	-4.665894328
Fam126b	5 out of 13	-4.629926519
TARDBP	7 out of 13	-4.62324321
Pura	6 out of 13	-4.614397213
Zmat1	6 out of 13	-4.613805106
Glcci1	8 out of 13	-4.610337896
Lmo7	4 out of 13	-4.609515697
Aldh6a1	5 out of 13	-4.597080276
Kidins220	6 out of 13	-4.593792608
Fam46c	6 out of 13	-4.558701103
Ppid	7 out of 13	-4.557227674
Agxt2l2	6 out of 13	-4.545099493
RRP22	5 out of 13	-4.54015238
Sae1	5 out of 13	-4.508629487
Tmprss2	8 out of 13	-4.486016242
Tnrc6a	6 out of 13	-4.484038362
Id4	7 out of 13	-4.483639684
Rybp	7 out of 13	-4.457424974
Igsf9	5 out of 13	-4.44582669
2310044G17Rik	4 out of 13	-4.440566845
Tcea3	5 out of 13	-4.430234069
Sfxn1	5 out of 13	-4.426383231
Arhgap9	5 out of 13	-4.3883057
Cep128	5 out of 13	-4.386722238
Acy3	5 out of 13	-4.38505918
Ubr2	5 out of 13	-4.354755954
Sh3rf2	5 out of 13	-4.336241603
Sdr39u1	5 out of 13	-4.327295221
Rarg	5 out of 13	-4.319876996
5730403B10Rik	7 out of 13	-4.30479593
LOC714433	5 out of 13	-4.254659498
Cep110	6 out of 13	-4.253407562
Tspyl1	6 out of 13	-4.248907361
Ubqln1	5 out of 13	-4.247668064
Lyrm5	6 out of 13	-4.247607021
A430033K04Rik	5 out of 13	-4.240826074
4933403F05Rik	6 out of 13	-4.240282094
Glrx2	6 out of 13	-4.20440495
Nebl	6 out of 13	-4.191295745
Pllp	5 out of 13	-4.176619168
Cysltr1	5 out of 13	-4.164248179
Sccpdh	6 out of 13	-4.126671656
2010111I01Rik	4 out of 13	-4.12260094
Ranbp2	9 out of 13	-4.120221304
Atp11a	4 out of 13	-4.109027131
Zbtb12	6 out of 13	-4.10713661
Hgf	5 out of 13	-4.084175106
Lysmd1	7 out of 13	-4.079789586
Kank1	5 out of 13	-4.075440588
Cd59b	6 out of 13	-4.075433909
Bbx	7 out of 13	-4.074314734
Gprc5a	6 out of 13	-4.073567165
Git2	6 out of 13	-4.07263324
Slc12a9	6 out of 13	-4.068533244
Chd3	5 out of 13	-4.062246424
2310022B05Rik	5 out of 13	-4.042451078
0610030E20Rik	5 out of 13	-4.038837134
Fam54b	6 out of 13	-4.033885574
Bace1	7 out of 13	-4.032535151
Zfp608	7 out of 13	-4.012468808
Epb4.1l2	5 out of 13	-4.012134044
Mrps25	6 out of 13	-4.005539332
